industry_id_x,industry_name,job_id,company_name,description,skills_desc,zip_code,skills,industry_id_y,title,filtered_skills,state,lat,long
4,Software Development,3904962283,DataAnnotation,"DataAnnotation is committed to creating quality AI. Join our team to help train AI chatbots while gaining the flexibility of remote work and choosing your own schedule.
We are looking for a proficient Software Engineer to join our team to train our AI chatbots to code. You will work with the chatbots that we are building in order to measure their progress, as well as write and evaluate code.
In this role you will need to be proficient in at least one programming language (Python, JavaScript, HTML, C++, C# and SQL) and able to solve coding problems (think LeetCode, HackerRank, etc). For each coding problem, you must be able to explain how your solution solves the problem.
Benefits:
This is a full-time or part-time REMOTE positionYou’ll be able to choose which projects you want to work onYou can work on your own scheduleProjects are paid hourly, starting at $40+ USD per hour, with bonuses for high-quality and high-volume work
Responsibilities:
Come up with diverse problems and solutions for a coding chatbotWrite high-quality answers and code snippetsEvaluate code quality produced by AI models for correctness and performance
Qualifications:
Fluency in English (native or bilingual)Proficient in at least one programming language (Python, JavaScript, HTML, C++, C# and SQL)Excellent writing and grammar skillsA bachelor's degree (completed or in progress)Previous experience as a Software Developer, Coder, Software Engineer, or Programmer",,21201.0,"['flexibility', 'programming', 'c#', 'programming', 'c#', 'writing']",4,Software Engineer,agile algorithms angular asp.net automation blockchain bootstrap c# c++ collaboration communication creativity debugging decision-making docker express flexibility go hardware innovation interpersonal java javascript kafka laravel networking node.js nosql organization php problem-solving programming python react scripting spark spring sql teamwork testing typescript writing,MD,39.2946,-76.6252
4,Software Development,3904969077,DataAnnotation,"Software Developer (Contract)
DataAnnotation is committed to creating quality AI. Join our team to help train AI chatbots while gaining the flexibility of remote work and choosing your own schedule.
We are looking for a proficient Software Developer to join our team to train our AI chatbots to code. You will work with the chatbots that we are building in order to measure their progress, as well as write and evaluate code.
In this role you will need to be proficient in at least one programming language (Python, JavaScript, HTML, C++, C# and SQL) and able to solve coding problems (think LeetCode, HackerRank, etc). For each coding problem, you must be able to explain how your solution solves the problem.
Benefits:
This is a full-time or part-time REMOTE positionYou’ll be able to choose which projects you want to work onYou can work on your own scheduleProjects are paid hourly, starting at $40+ USD per hour, with bonuses for high-quality and high-volume work
Responsibilities:
Come up with diverse problems and solutions for a coding chatbotWrite high-quality answers and code snippetsEvaluate code quality produced by AI models for correctness and performance
Qualifications:
Fluency in English (native or bilingual)Proficient in at least one programming language (Python, JavaScript, HTML, C++, C# and SQL)Excellent writing and grammar skillsA bachelor's degree (completed or in progress)Previous experience as a Software Developer, Coder, Software Engineer, or Programmer",,76001.0,"['flexibility', 'programming', 'c#', 'programming', 'c#', 'writing']",4,Software Developer,automation c# communication debugging flexibility innovation java problem-solving programming teamwork writing,TX,32.6289,-97.1517
4,Software Development,3904972289,DataAnnotation,"DataAnnotation is committed to creating quality AI. Join our team to help train AI chatbots while gaining the flexibility of remote work and choosing your own schedule.
We are looking for a proficient Back End Developer to join our team to train our AI chatbots to code. You will work with the chatbots that we are building in order to measure their progress, as well as write and evaluate code.
In this role you will need to be proficient in at least one programming language (Python, JavaScript, HTML, C++, C# and SQL) and able to solve coding problems (think LeetCode, HackerRank, etc). For each coding problem, you must be able to explain how your solution solves the problem.
Benefits:
This is a full-time or part-time REMOTE positionYou’ll be able to choose which projects you want to work onYou can work on your own scheduleProjects are paid hourly, starting at $40+ USD per hour, with bonuses for high-quality and high-volume work
Responsibilities:
Come up with diverse problems and solutions for a coding chatbotWrite high-quality answers and code snippetsEvaluate code quality produced by AI models for correctness and performance
Qualifications:
Fluency in English (native or bilingual)Proficient in at least one programming language (Python, JavaScript, HTML, C++, C# and SQL)Excellent writing and grammar skillsA bachelor's degree (completed or in progress)
Note: Data Annotation payment is made via PayPal. We will never ask for any money from you. PayPal will handle any currency conversions from USD.",,94536.0,"['flexibility', 'programming', 'c#', 'programming', 'c#', 'writing']",4,Back End Developer,c# creativity flexibility java laravel php programming spring sql writing,CA,37.5605,-121.9999
4,Software Development,3904946709,Dice,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, Xoriant Corporation, is seeking the following. Apply via Dice today!

Job Title: Business Analyst IV

Location : Atlanta, GA - Hybrid

Duration : 6 Months to hire

 Examines sets of data and documents to make informed conclusions.  Acts as a facilitator within an organization to make internal departments more efficient.  Reports data conclusions to a supervisor so appropriate judgment based on data can be made.  Identify user needs from user requests and develop strategies by which to meet those needs.  Critically evaluate information from multiple sources and clearly indicate quality of final analysis.  Communicate complex data in comprehensible ways.  Determine, implement, and evaluate business metrics to meet ongoing organizational or customer information needs.  Analyze and report on complex data to meet customer needs. 

Skills:

 Minimum five years of hands-on experience using Microsoft Office Suite, UML, flow charting software, Azure DevOps, project management methodologies, and design tools like Figma.  Skilled in organizing information based on reviewing meeting notes, specifications, interviewing clients, architects, and developers  Experience designing enterprise web applications.  Familiarity with Design Patterns, XML, Microsoft Azure, Angular, .NET, .NET Core, C#, TypeScript and modern SQL and NO SQL databases especially as it related to JSON and JSONB datatypes  Experience in researching, planning, and recommending software and systems solution",,30303.0,"['organization', 'typescript', 'sql', 'sql']",4,Business Analyst,adaptability agile automation collaboration communication critical-thinking devops empathy interpersonal leadership negotiation organization presentation problem-solving sql testing typescript writing,GA,33.7525,-84.3888
4,Software Development,3904951080,Dice,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, Arthur Lawrence, is seeking the following. Apply via Dice today!

Arthur Lawrence is looking to hire a Business Analyst based in Tallahassee, FL. Please find job description below and send us your updated resume, if interested:

Core Requirements:

Strong experience working as a Business AnalystOutstanding communication skills with the capability to interact with diverse stakeholdersCapable of translating technical concepts into easily understandable language for non-technical usersProficient in delivering well-organized and informative presentations

About Us:

Arthur Lawrence is a management and technology consulting firm providing enterprise-wide business transformation and business applications implementation services to Fortune 100 and Big 4 organizations. Our in-depth technical knowledge and broad experience in working with world-class companies enable organizations to leverage our capabilities in developing winning strategies and cost-effective solutions.

We are a UN Women Empowerment Principal Signatory and are certified by National Minority Supplier Development Council.

Recent Associations & Acknowledgments:

Been recognized as a 2023 TOP WORK PLACE by the Houston ChronicleIAOP Award; Ranked in the top 100 internationallyRanked among the Inc 5000 twice - as one of the FASTEST GROWING COMPANIES OF AMERICAMember of HMSDC, NMSDC and NY&NJMSDC

Our Seven Pillars:

We rely on the seven core values that we believe enable us to deliver quality for our consultants and clients: Education, Integrity, Value Creation, Collaboration, Best Client, Best People, and Stewardship. Through strict adherence to these core values, we have achieved success beyond all documented forecasts and anticipation.",,32301.0,['communication'],4,Business Analyst,adaptability agile automation collaboration communication critical-thinking devops empathy interpersonal leadership negotiation organization presentation problem-solving sql testing typescript writing,FL,30.4286,-84.2593
4,Software Development,3901344637,"KR3 Information Systems, Inc.","Security EngineerLocation: - Herndon, VA (3 days office per week)
Must Have Active Secret Clearance 
Experience in Cloud, DevSecOps, Container Security, IAM patterns, WAF/CDN/DDoS services, security and governance tools.Experience with data protection, cryptography, key management, identity, and access management (IAM), network security within SaaS, IaaS, PaaS, and other cloud environments.Experience in secure software development in areas of platform resiliency, kernel and containers integrity, and Secure Development Life Cyclehands-on experience in PKI and encryption algorithms and methods such as AES, ECDSA and RSAYou are experienced in one or more programming experience (Java, Python, Nodejs etc)You are experienced with usage of orchestration platforms and container runtimes, infrastructure as code and cloud-native or multi-cloud environment (we use AWS, GCP and Azure)Perform vulnerability and impact assessments taking into account base, temporal, and environmental factors.Develop security features as part of the development and adopt the DevSecOps culture",,20170.0,"['encryption', 'algorithms', 'programming']",4,Security Engineer,algorithms communication encryption leadership problem-solving programming,VA,38.9839,-77.3675
4,Software Development,3904960000,Software Technology Inc.,"Hi there, Please find below requirement and let me know if you are interested!
Title: Senior Technical Business Lead(PM)Location: Harrisburg, PA 17110Duration:12+ Months
The Candidate will be responsible for: Plan and coordinate daily-stand up with development team. Working directly with PEMA/OSFC Section Management to solve IT Business solution needs and problems. Collaborating with the PEMA/OSFC Application team to identify and fix technical problems.Provide and lead Incident Management & Change Management for PEMA/OSFC Application support team.Provide weekly status updates on development teams project, task, and initiatives.Responsible for application inventory, application support documentation & organization of PEMA/OSFC application portfolioReview specification business requirements and collaborate with the team on development level of effort estimations for requirements.Involved in adopting COTS products for PEMA/OSFC
Desired Experience/Skills:DevOps and familiar with the SCRUM/iterative/waterfall development.Strong problem-solving skills.Experience with ITSM. Including Remedy & ServiceNowExcellent communication skills, with the ability to understand client requirements.IT Project ManagementStrong analytical and communication skills.The ability to build good relationships with clients and colleagues.The ability to gather and interpret data.Excellent presentation skills.A broad knowledge of technologies and applications.The ability to explain ideas clearly to technical and non-technical staff.A knowledge of industry quality standards, legislation, and best practice.The ability to work effectively under pressure and to deadlines.A flexible and adaptable approach.A commitment to keep up to date with technology.Gather tasks and requirements with security and accessibility in mindExperience with modernization project
Sincerely,Kishore KallemAccounts ManagerDirect: 619-919-0103 | Fax: 866-608-6686Email: kishore.k@stiorg.com | Web: www.stiorg.com100 Overlook Center, Suite 200Princeton, NJ 08540.",,17101.0,"['organization', 'problem-solving', 'communication', 'communication', 'presentation']",4,Project Manager,adaptability agile communication hardware interpersonal organization planning presentation problem-solving testing,PA,40.2618,-76.8831
4,Software Development,3901353933,Lusso Labs,"PLEASE COPY THE LINK BELOW AND PASTE IN URL TO TAKE CULTURE TEST FOR POSSIBLE IMMEDIATE HIRING, THIS TEST WILL ACT AS THE INTERVIEW
https://app.testgorilla.com/s/hvwberf9
ONCE YOU HAVE COMPLETED TEST PLEASE REACH OUT FOR REVIEW
THANKS, LUSSO TEAM

Company DescriptionLusso Labs is a digital development company located in Southlake, TX. We specialize in AI development, web & app development, platform development, blockchain, and hypermarketing. We are dedicated to providing top-notch software and digital solutions to our clients.
Role DescriptionThis is a full-time on-site role for a Social Media Manager. The Social Media Manager will be responsible for day-to-day tasks such as managing and growing social media platforms, developing and implementing content strategies, optimizing social media presence, and writing engaging social media content.
QualificationsSocial Media Marketing and Communication skillsExperience in developing content strategiesSocial Media Optimization (SMO) skillsWriting skillsExperience in managing and growing social media platformsExcellent written and verbal communication skillsStrong attention to detail and organizational skillsKnowledge of current trends and best practices in social mediaExperience with analytics tools to track and analyze social media performanceBachelor's degree in Marketing, Communications, or related field",,76092.0,"['writing', 'communication', 'communication']",4,Social Media Manager,collaboration communication creativity empathy innovation interpersonal organization writing,TX,32.9485,-97.1524
4,Software Development,3904949260,Dice,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, Signature IT World Inc, is seeking the following. Apply via Dice today!

Role: Technical Project Manager Location: San Antonio, TX Duration: 6 Months Visa: Any visa Fine Type:C2C/C2H/1099

Job Description:

Drives implementation of low to moderately complex work efforts, working closely with cross-functional teams and resources to achieve multiple program and project milestones within established timeframes.

Plans, directs, and coordinates activities for moderately complex work efforts through the development of work efforts plans intended to accomplish goals and objectives within prescribed timeframes, scope, and budgets.

Ensures consistent visibility for teams by monitoring and reporting business objectives, work efforts achievements, and key indicators.

Communicates with stakeholders and provides insight on issues through root cause analyses.

Facilitates collaboration on creative alternatives to work efforts challenges with subject matter experts.

Removes obstacles and impediments to ensure business and operational objectives are met.

Develops and tracks project budgets that may include necessary capital expenditures, operational expenses, and labor funding requirements.

Identifies and applies best practices and needed process improvements; drives adoption and challenges standards.

Ensures compliance with company and regulatory policies and procedures.

Monitors project execution to deliver incremental business value.

Participates in the creation of the master work efforts plan from the underlying plans (if applicable).

Assists in defining the control and the overall delivery of the work efforts to meet the goals, objectives and success criteria.

Establishes overall cadence for communication with impacted stakeholders, and provides framework for underlying work efforts(s) communication plans.

Participates in work effort closure activities to determine benefit / business impact realization.

Manages risk by using best risk management practices to address execution challenges associated with quality, schedule, and cost, in adherence with risk management framework.

Adheres to EPMO processes, procedures, controls, standards, tools, and templates (as required).

Drives the adoption and sustainment of organizational changes in compliance with USAA s Change Management methodology.

Ensures risks associated with business activities are effectively identified, measured, monitored, and controlled by risk and compliance policies and procedures.

Minimum Education:

Bachelor s degree; OR 4 years of related experience (in addition to the minimum years of experience required) may be substituted instead of degree.

Minimum Experience:

6 years of relevant experience in project or program management, including planning, tracking, and delivery.

Comprehensive knowledge and demonstrated application of project management tools and methodologies.

Collaboration skills in a matrixed environment including providing consultative guidance to help solve enterprise-level issues.

Possess an understanding of scope definition, process and solution mapping; process structures and components; and standard project planning methodologies.

Experience supporting projects with complex deliverables including information technology and dependencies across organizations.

In-depth understanding of risk management policies and procedures.",,78201.0,"['collaboration', 'communication', 'communication', 'collaboration', 'planning']",4,Technical Project Manager,agile collaboration communication decision-making devops interpersonal leadership organization planning presentation problem-solving,TX,29.4711,-98.5356
4,Software Development,3904952070,Dice,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, Arthur Lawrence, is seeking the following. Apply via Dice today!

Arthur Lawrence is looking to hire a Program Manager based in Greenville, FL. Please find the job description below and send us your updated resume, if interested:

Core Requirements:

Skilled in analyzing and consolidating diverse information from multiple sourcesCapability to communicate technical details to non-technical usersOutstanding communication, and critical thinking skills, and can interact professionally with the stakeholdersPrior experience with Salesforce development and application support is preferred

About Us:

Arthur Lawrence is a management and technology consulting firm providing enterprise-wide business transformation and business applications implementation services to Fortune 100 and Big 4 organizations. Our in-depth technical knowledge and broad experience in working with world-class companies enable organizations to leverage our capabilities in developing winning strategies and cost-effective solutions.

We are a UN Women Empowerment Principal Signatory and are certified by National Minority Supplier Development Council.

Recent Associations & Acknowledgments:

Been recognized as a 2023 TOP WORK PLACE by the Houston ChronicleIAOP Award; Ranked in the top 100 internationallyRanked among the Inc 5000 twice - as one of the FASTEST GROWING COMPANIES OF AMERICAMember of HMSDC, NMSDC and NY&NJMSDC

Our Seven Pillars:

We rely on the seven core values that we believe enable us to deliver quality for our consultants and clients: Education, Integrity, Value Creation, Collaboration, Best Client, Best People, and Stewardship. Through strict adherence to these core values, we have achieved success beyond all documented forecasts and anticipation.",,32331.0,[],4,Program Manager,agile collaboration communication decision-making go hardware innovation interpersonal leadership listening motivation organization planning problem-solving writing,FL,30.4512,-83.6474
4,Software Development,3904950832,Pronix Inc,"Hello!!!This is Praveen from Pronix Inc.
Job Tittle: Cloud Systems Engineer (CDN/WAF) - (SecOps)Location: Overland Park, Kansas (Onsite Position)Duration: Long term Contract/W2 PositionInterview Mode: Webcam InterviewClient is Looking for DevOps/SecOps/Cloud Engineer/ site reliability engineer with Strong exp with Akamai.
Required Skills:5 - 10 years of progressive experience in cloud engineering, site reliability, devops, system infrastructure, or a related technical role Deep knowledge of and experience with cloud infrastructure services (GCP, AWS) Strong scripting and coding ability across multiple languages and technologies Akamai CDN, Imperva CDN, Fastly, CloudfrontKnowledge of C, python, Javascript or other coding languages Experience with Infrastructure as Code e.g. Terraform Worked with CDN technologies (Akamai, Imperva, CloudFront, CloudFlare, Fastly, etc.) 
Interested Candidates can share the resume to email : praveenl@pronixinc.comPh : 609-378-1142 (Six Zero Nine Three Seven Eight One One Four Two)",,66204.0,"['scripting', 'javascript', 'terraform']",4,Cloud Engineer,adaptability agile ansible automation collaboration communication devops javascript leadership organization problem-solving programming scripting spring sql terraform,KS,38.9928,-94.6771
4,Software Development,3904950314,Dice,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, Randstad Digital, is seeking the following. Apply via Dice today!

job summary:

Description:

Development of iOS applications and their integration with back-end services.You will be working alongside other engineers and developers working on different layers of the infrastructure.Therefore, a commitment to collaborative problem solving, sophisticated design, and the creation of quality products is essential.

Responsibilities

Design and build e-commerce applications for the iOS platformEnsure the performance, quality, and responsiveness of applicationsCollaborate with a team to define, design, and ship new featuresIdentify and correct bottlenecks and fix bugsHelp maintain code quality, organization, and automatizationLead and mentor junior developers

Skills

Expert in iPhone SDK, SQLite Database, iPad, X Code, XMLJSON Parsing, Location services, Social networking integration like Facebook ,twitterExpert in Objective C programming & Swift 3, Web service and Parsing JSON/XML.Expertise in iPhone development, including implementing applications with standard iPhone/ iPad UI components, creating custom UI.

What are the top 3 skills needed/required?

Knowledge of Swift & Objective C.Worked on different tools like Junit, Jenkins, Jira and Github to maintain software version control, pull requests for committed codes.Experience integrating applications with RESTful web services using different libraries like Retrofit, Volley and parsing JSON.

What skills and/or experience would separate the top resource?

Critical Thinking.Ability to debug.Use Ux tools like Figma.Understanding design patterns such as MVVM, MVC, MVP

What makes a resource profile stand out to you?

Willingness to learn and take constructive feedback for personal and professional growth.Ability to work as a team member and deliver projects in a timely fashion.Commitment to tasks and responsibilities

What will this person's daytoday responsibilities be?

Collaborate with crossfunctional teams to understand project requirements and contribute to the development of software solutions.Write, test, and maintain highquality code that meets project specifications.Debug and troubleshoot software defects to ensure smooth functionality.Participate in code reviews to ensure adherence to coding standards and best practices.Stay uptodate with industry trends and emerging technologies to continually enhance skills and knowledge.Work closely with project managers to meet project deadlines and milestones.Document code and technical processes for future reference and team collaboration.Contribute to the design and architecture of software applications.Provide support and guidance to junior developers, if applicable.Proactively identify and propose improvements to enhance software quality and efficiency

location: Sunnyvale, California

job type: Contract

salary: $63 - 64 per hour

work hours: 8am to 4pm

education: Bachelors

responsibilities:

What will this person's daytoday responsibilities be?

Collaborate with crossfunctional teams to understand project requirements and contribute to the development of software solutions.Write, test, and maintain highquality code that meets project specifications.Debug and troubleshoot software defects to ensure smooth functionality.Participate in code reviews to ensure adherence to coding standards and best practices.Stay uptodate with industry trends and emerging technologies to continually enhance skills and knowledge.Work closely with project managers to meet project deadlines and milestones.Document code and technical processes for future reference and team collaboration.Contribute to the design and architecture of software applications.Provide support and guidance to junior developers, if applicable.Proactively identify and propose improvements to enhance software quality and efficiency

qualifications:

Experience level: ExperiencedMinimum 5 years of experienceEducation: Bachelors

skills:

Mobile iOS

Equal Opportunity Employer: Race, Color, Religion, Sex, Sexual Orientation, Gender Identity, National Origin, Age, Genetic Information, Disability, Protected Veteran Status, or any other legally protected group status.

At Randstad Digital, we welcome people of all abilities and want to ensure that our hiring and interview process meets the needs of all applicants. If you require a reasonable accommodation to make your application or interview experience a great one, please contact

Pay offered to a successful candidate will be based on several factors including the candidate's education, work experience, work location, specific job duties, certifications, etc. In addition, Randstad Digital offers a comprehensive benefits package, including health, an incentive and recognition program, and 401K contribution (all benefits are based on eligibility).

Applications accepted on ongoing basis until filled.

Qualified applicants in San Francisco with criminal histories will be considered for employment in accordance with the San Francisco Fair Chance Ordinance.

We will consider for employment all qualified Applicants, including those with criminal histories, in a manner consistent with the requirements of applicable state and local laws, including the City of Los Angeles' Fair Chance Initiative for Hiring Ordinance.",,94085.0,"['networking', 'programming', 'swift', 'swift', 'initiative']",4,Java Developer,agile angular communication go initiative java kafka leadership microservices networking programming python spring swift testing writing,CA,37.3886,-122.0177
4,Software Development,3904990352,Henderson Scott,"Do you crave a fast-paced, dynamic role where you'll empower world-changing innovation?My client are a leading GenAI/ML platform, backed by some of the hottest VC in the Software space. Their technology is transforming how data science and machine learning teams work.Here's a glimpse of what you'll do:Champion our cutting-edge MLOps platform to global accounts across various csectors.Dive deep into client needs and tailor solutions that drive business and technical goals.Lead the deployment and rollout of our platform across client data science teams.Continuously identify opportunities to optimize client adoption and growth.Advocate for client success internally, fostering strong cross-functional relationships.We're seeking a passionate go-getter with:4+ years of experience in data science, machine learning, or data management.A solid understanding of the current ML and MLOps landscape.Experience managing customer portfolios and driving product adoption.Excellent communication, presentation, and interpersonal skills.A knack for problem-solving and exceeding expectations.Bonus points for:Experience with Python and major cloud platforms (AWS, Azure, GCP).Track record of people management in customer-facing roles.Ready to join a revolution in machine learning? Apply today!",,10001.0,"['interpersonal', 'problem-solving', 'python']",4,Technical Account Manager,communication debugging decision-making flexibility interpersonal problem-solving python sql teamwork,NY,40.7484,-73.9967
4,Software Development,3904949373,Dice,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, Genesis10, is seeking the following. Apply via Dice today!

Genesis10 is seeking a Business Analyst for our client in the Utilities industry. This is a 12 month+ Contract position located in Dallas, TX 75202. Hybrid - 3 days a week onsite.

Description:

This position will be responsible for the development and maintenance of tracking all assigned initiatives, reporting, dashboards, forecasts and processes to aid in verifying vendor-suppled metrics, device deployment, strategic planning, and enablement of all EUC next generation efforts.

Responsibilities:

 Work with senior team members, program managers and internal partners to identify areas for operational improvement and coordinate the development of processes in response to recommendations.  Continuously apply industry standards to EUC practices to enhance and identify meaningful daily, weekly, and monthly metric around activities for current operations and future toolsets. Develop reports and maintain dashboards to monitor and analyze EUC operations.  Proactively monitor project data to identify time, cost or quality issues and report to appropriate internal personnel.  Analyze, improve, and utilize reports to monitor on-going EUC efforts.  Support program managers and internal partners with required data analytics such as ad hoc data mining, reporting and generation of support data.  Conduct resource tracking, project variance updates and schedule development to effectively communicate project documents.  Commitment to learn new methods, techniques and software to accomplish tasks and fulfill the needs of the organization.  Maintain user confidence and protect operations through the maintenance of confidential information and compliance with Client's safety standards.  Implement continuous process improvement through program evaluation and maintenance of best practices.  Initiate, develop and maintain cross-functional relationships with various internal work groups.  Ability to do multi-tasking and manage multiple projects.  Performs all essential aspects and functions of the job as well as any other specific job requirements as assigned.  Make recommendations for and assist in the development of data driven metrics and tracking mechanisms to determine the compliance with EUC KPI's. 

Requirements:

 Knowledgeable in Scaled Agile Framework (SAFe) ways of working as it relates to EUC  Knowledge and experience with the JIRA, ITSM, SCCM, or Workspace ONE is preferred  Knowledge and experience with supporting End User Computing processes and procedures as it relates to desktops and laptops that are deployed in an organization's environment  Knowledge of remediating and managing desktop related security vulnerabilities is preferred  Experience in Microsoft Office applications with advanced EXCEL queries and VBA  Knowledge of business intelligence, database/business analytics and data dashboard software  Strong written, verbal communication and interpersonal skills  Self-starter with demonstrated organization skills  Strong written/verbal communication and interpersonal skills  Must have organizational and multi-tasking skills to effectively manage large volumes of work  Capable of working with people of diverse background and varying levels of experience 

Education, Experience and Skill Requirements:

 High school diploma with 4 - 6 years related work in computer information systems experience. Bachelor's degree with 3+ years' experience in a data analytical or statistical discipline preferred. Advanced analytic/computer skills preferred 

Measures of Success:

 Accurate and timely recommendations and data reporting  Demonstrated ability to manage multiple projects on an ongoing basis, successfully delivering to completion and on time.  Proactive identification of challenges and potential solutions associated with assigned projects and initiatives.  Proven commitment to continuous process improvement and professional education 2  Takes ownership of issues and drives results 

Desired Skills:

 Knowledge of company operations, organizational structure, policies, procedures and the technology environment a plus 

W2 Status:

Only candidates available and ready to work directly as Genesis10 employees will be considered for this position.

If you have the described qualifications and are interested in this exciting opportunity, please apply!

Ranked a Top Staffing Firm in the U.S. by Staffing Industry Analysts for six consecutive years, Genesis10 puts thousands of consultants and employees to work across the United States every year-in contract, contract-for-hire, and permanent placement roles. With more than 300 active clients, Genesis10 provides access to many of the Fortune 100 firms and a variety of mid-market organizations across the full spectrum of industry verticals.

Benefits of Working with Genesis10:

 Access to hundreds of clients, most who have been working with Genesis10 for 5-20+ years.  The opportunity to have a career-home in Genesis10; many of our consultants have been working exclusively with Genesis10 for years.  Access to an experienced, caring recruiting team (more than 7 years of experience, on average.)  Behavioral Health Platform  Medical, Dental, Vision  Health Savings Account  Voluntary Hospital Indemnity (Critical Illness & Accident)  Voluntary Term Life Insurance  401K  Sick Pay (for applicable states/municipalities)  Commuter Benefits (Dallas, NYC, SF)  Remote opportunities available 

For multiple years running, Genesis10 has been recognized as a Top Staffing Firm in the U.S., as a Best Company for Work-Life Balance, as a Best Company for Career Growth, for Diversity, and for Leadership, amongst others. To learn more and to view all our available career opportunities, please visit us at our website.

Genesis10 is an Equal Opportunity Employer. Candidates will receive consideration without regard to their race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran

#DIG10-DA",,75201.0,"['agile', 'communication', 'interpersonal', 'organization', 'communication', 'interpersonal']",4,Business Analyst,adaptability agile automation collaboration communication critical-thinking devops empathy interpersonal leadership negotiation organization presentation problem-solving sql testing typescript writing,TX,32.7904,-96.8044
4,Software Development,3904951209,Dice,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, Jobot, is seeking the following. Apply via Dice today!

This Jobot Job is hosted by: Dan Dungy

Are you a fit? Easy Apply now by clicking the ""Apply Now"" button and sending us your resume.

Salary: $100,000 - $135,000 per year

A bit about us:

We are a growing technology in the infrastructure, cyber and networking space. Strong brand and strong support around this positions.

Why join us?

We are a technology company working with the best technology engineers in the business. We work with name brand companies and provide technology and consulting services. Tons of opportunities to work with cutting edge technology and solving problems and growing your career.

Job Details

Job Details:

We are seeking a dynamic and innovative Network Engineer to join our team. This is a permanent, full-time position. The successful candidate will play a crucial role in maintaining and improving our company's network infrastructure. The Network Engineer will be responsible for the design, implementation, and support of our network systems to ensure optimal performance. This position offers a unique opportunity to work with cutting-edge technology and be part of a team that is dedicated to providing the highest level of service to our clients.

Responsibilities:

 Design, configure, and maintain our network infrastructure using Palo Alto Firewalls and CISCO Meraki. Implement and maintain wireless access points and wireless controllers to ensure seamless connectivity. Utilize F5 load balancing to manage traffic and ensure efficient data flow across our network. Troubleshoot network issues, identify bottlenecks, and provide solutions to eliminate them. Collaborate with the sales team to understand their needs and ensure the network supports their goals. Plan and execute regular system tests and network upgrades to ensure the highest level of performance and security. Document all network design, configuration, and troubleshooting activities for future reference. Provide training and technical support for users with varying levels of IT knowledge and competence.

Qualifications:

 Bachelor's degree in Computer Science, Information Technology, or a related field. Minimum of 7 years of experience as a Network Engineer or similar role. Demonstrated experience with Palo Alto Firewalls, CISCO Meraki, wireless access points, F5 load balancing, and wireless controllers. Strong understanding of network infrastructure and network hardware. Ability to implement, administer, and troubleshoot network infrastructure devices. Knowledge of application transport and network infrastructure protocols. Excellent problem-solving skills and the ability to work under pressure. Strong communication skills and the ability to work effectively within a team. Proven ability to manage multiple projects and meet deadlines. Network certification, such as CCNA or CCNP, is highly desirable.

As a Network Engineer at our company, you will be part of a team that values collaboration, innovation, and dedication. If you are passionate about network infrastructure and looking for an opportunity to make a significant impact, we would love to hear from you.

Interested in hearing more? Easy Apply now by clicking the ""Apply Now"" button.",,73099.0,"['networking', 'problem-solving', 'communication']",4,Network Engineer,agile automation collaboration communication devops encryption leadership networking planning problem-solving,OK,35.4977,-97.7323
4,Software Development,3901349965,DataAnnotation,"DataAnnotation is committed to creating quality AI. Join our team to help train AI chatbots while gaining the flexibility of remote work and choosing your own schedule. 
We are looking for a proficient Data Analyst to join our team to train our AI chatbots. You will work with the chatbots that we are building in order to measure their progress, as well as write and evaluate code.
In this role you will need to be proficient in at least one programming language (Python, JavaScript, HTML, C++, C# and SQL) and able to solve coding problems (think LeetCode, HackerRank, etc). For each coding problem, you must be able to explain how your solution solves the problem.
Benefits:
This is a full-time or part-time REMOTE positionYou’ll be able to choose which projects you want to work onYou can work on your own scheduleProjects are paid hourly, starting at $40+ USD per hour, with bonuses for high-quality and high-volume work
Responsibilities:
Come up with diverse problems and solutions for a coding chatbotWrite high-quality answers and code snippetsEvaluate code quality produced by AI models for correctness and performance
Qualifications:
Fluency in English (native or bilingual)Proficient in at least one programming language (Python, JavaScript, HTML, C++, C# and SQL)Excellent writing and grammar skillsA bachelor's degree (completed or in progress)
Note: Data Annotation payment is made via PayPal. We will never ask for any money from you. PayPal will handle any currency conversions from USD.",,75023.0,"['flexibility', 'programming', 'c#', 'programming', 'c#', 'writing']",4,Data Analyst,agile automation c# collaboration communication creativity decision-making flexibility innovation interpersonal leadership organization planning problem-solving programming python r scripting sql teamwork testing writing,TX,33.055,-96.7365
