industry_id,industry_name,job_id,company_name,title,skills,zip_code,state,lat,long
4,Software Development,3900965166,StubHub,Software Engineer II – Fulfillment,"['initiative', 'organization', 'innovation', 'initiative', 'creativity', 'innovation', 'programming', 'swift', 'flexibility']",10001.0,NY,40.7484,-73.9967
4,Software Development,3904389668,Aurora,Senior Staff Software Engineer - Autonomy Data: MP Data Engine,"['planning', 'planning', 'automation', 'c', 'automation']",94040.0,CA,37.3855,-122.088
4,Software Development,3904423372,ServiceNow,Senior Software Engineer - Observability,"['networking', 'go', 'scripting', 'ansible', 'virtualization', 'communication', 'flexibility']",95050.0,CA,37.3492,-121.953
4,Software Development,3904385782,"Softworld, a Kelly Company",Software Engineer II,"['agile', 'c', 'c', 'c', 'debugging']",21031.0,MD,39.4805,-76.6553
4,Software Development,3904390540,GRAIL,"Senior Software Engineer, Test #3748","['writing', 'testing', 'automation', 'writing', 'debugging', 'automation', 'python', 'testing', 'testing', 'testing', 'automation', 'agile', 'listening', 'communication']",94025.0,CA,37.4396,-122.1864
4,Software Development,3900967019,Walmart Global Tech,Principal Software Engineer,"['algorithms', 'algorithms', 'python', 'cybersecurity']",94085.0,CA,37.3886,-122.0177
4,Software Development,3904427817,Trimble Inc.,Software Engineer 2,"['collaboration', 'sql', 'java', 'javascript', 'programming', 'communication', 'sql', 'sql', 'java']",97201.0,OR,45.5078,-122.6897
4,Software Development,3904385624,Snap Inc.,"Software Engineer, Full Stack, 3+ Years of Experience","['express', 'javascript', 'javascript', 'programming', 'javascript', 'microservices', 'nosql']",90001.0,CA,33.9731,-118.2479
4,Software Development,3904418842,ServiceNow,Staff Software Engineer,"['automation', 'css', 'flexibility']",92101.0,CA,32.7185,-117.1593
4,Software Development,3904424391,Snorkel AI,Senior Software Engineer — Developer Experience,"['testing', 'teamwork', 'docker', 'containerization', 'scripting', 'communication', 'debugging']",94061.0,CA,37.4647,-122.2304
4,Software Development,3904421679,Docusign,"Software Engineer, CLM Platform","['c', 'agile', 'agile', 'agile', 'programming', 'c', 'html', 'problemsolving']",60601.0,IL,41.8858,-87.6181
4,Software Development,3900959938,Venmo,Senior Staff Software Engineer - Python,"['communication', 'organization', 'leadership', 'python', 'programming', 'nosql', 'terraform']",78701.0,TX,30.2713,-97.7426
4,Software Development,3901359087,DataAnnotation,Software Engineer,"['flexibility', 'programming', 'c', 'programming', 'c', 'writing']",94085.0,CA,37.3886,-122.0177
4,Software Development,3904941046,Selby Jennings,Multi-Strat Hedge Fund | Senior Software Engineer,"['python', 'programming']",10001.0,NY,40.7484,-73.9967
4,Software Development,3904937335,Selby Jennings,High Frequency Trading | Senior Software Engineer,"['programming', 'c', 'problemsolving']",78701.0,TX,30.2713,-97.7426
4,Software Development,3904949470,Dice,Northrop Grumman (DoD SkillBridge) - Cyber Software Engineer - Cincinnati OH,"['organization', 'networking', 'leadership', 'collaboration', 'communication', 'scripting', 'programming', 'programming', 'programming', 'debugging', 'networking', 'programming', 'programming', 'agile']",45202.0,OH,39.1072,-84.502
4,Software Development,3901360081,Mojang Studios,Senior Software Engineer on Minecraft,"['organization', 'c', 'c', 'collaboration']",98052.0,WA,47.6718,-122.1232
4,Software Development,3904962283,DataAnnotation,Software Engineer,"['flexibility', 'programming', 'c', 'programming', 'c', 'writing']",21201.0,MD,39.2946,-76.6252
4,Software Development,3904952207,Dice,Principal Software Engineer (Springboot / Fintech),"['java', 'spring', 'problemsolving', 'communication']",28104.0,NC,35.0604,-80.6958
4,Software Development,3904950528,Dice,Software Engineer .NET (Banking),"['c', 'c', 'devops', 'devops', 'sql', 'sql', 'sql', 'leadership', 'problemsolving', 'problemsolving', 'communication', 'communication', 'collaboration', 'creativity', 'python', 'r']",10001.0,NY,40.7484,-73.9967
4,Software Development,3901357142,Microsoft,Senior Software Engineer - Power Apps,"['organization', 'innovation', 'agile', 'javascript', 'typescript']",98052.0,WA,47.6718,-122.1232
4,Software Development,3901360076,Microsoft,Software Engineer II,"['organization', 'python', 'devops', 'agile']",98052.0,WA,47.6718,-122.1232
4,Software Development,3903462124,Cohesity,Senior Software Engineer,"['cybersecurity', 'agile', 'debugging', 'testing']",95101.0,CA,37.3894,-121.8868
4,Software Development,3904946809,Dice,Sr Principal Cyber Software Engineer (EC),"['algorithms', 'algorithms', 'hardware', 'agile']",20701.0,MD,39.1332,-76.7988
4,Software Development,3903472077,NICE,Senior Software Engineer,"['agile', 'agile', 'automation', 'problemsolving', 'communication', 'decisionmaking', 'agile', 'automation', 'innovation']",84070.0,UT,40.5794,-111.8816
4,Software Development,3901377502,Awardco,Senior Back-End Software Engineer (Machine Learning Emphasis),"['writing', 'programming']",84042.0,UT,40.3412,-111.7144
4,Software Development,3904952090,Dice,Senior Software Engineer,"['writing', 'programming', 'microservices', 'testing', 'testing', 'automation', 'testing', 'sql', 'communication', 'communication', 'spring', 'innovation', 'innovation']",78701.0,TX,30.2713,-97.7426
4,Software Development,3905210376,Cisco,Interactive NLP Software Engineer,"['networking', 'problemsolving', 'programming', 'javascript', 'programming']",27601.0,NC,35.7727,-78.6324
4,Software Development,3904942237,Tata Technologies,Senior Software Engineer,"['automation', 'programming', 'programming', 'sql', 'programming', 'communication', 'problemsolving']",48326.0,MI,42.6583,-83.2375
4,Software Development,3903479211,Heritage Grocers Group,Senior Software Engineer,"['testing', 'sql', 'agile', 'problemsolving']",91758.0,CA,34.0633,-117.6509
4,Software Development,3901388739,DataAnnotation,Software Engineer,"['flexibility', 'programming', 'c', 'programming', 'c', 'writing']",22030.0,VA,38.8458,-77.3242
4,Software Development,3903476557,EVONA,Staff Software Engineer - Ground Software,"['testing', 'communication', 'writing', 'kubernetes']",90802.0,CA,33.7706,-118.182
4,Software Development,3901389909,Origin AI,Embedded Software Engineer,"['problemsolving', 'communication', 'algorithms', 'networking', 'hardware', 'communication']",20850.0,MD,39.087,-77.168
4,Software Development,3901941195,DataAnnotation,Software Engineer,"['flexibility', 'programming', 'c', 'programming', 'c', 'writing']",23219.0,VA,37.5463,-77.4378
4,Software Development,3901937531,DataAnnotation,Software Engineer,"['flexibility', 'programming', 'c', 'programming', 'c', 'writing']",30004.0,GA,34.1124,-84.302
4,Software Development,3905247849,Magnit,Senior Software Engineer,"['agile', 'java', 'javascript']",95050.0,CA,37.3492,-121.953
4,Software Development,3901936688,DataAnnotation,Software Engineer,"['flexibility', 'programming', 'c', 'programming', 'c', 'writing']",94536.0,CA,37.5605,-121.9999
4,Software Development,3901942301,DataAnnotation,Software Engineer,"['flexibility', 'programming', 'c', 'programming', 'c', 'writing']",95101.0,CA,37.3894,-121.8868
4,Software Development,3901936710,Exarca Inc.,Storage Software Engineer with Infrastructure,"['java', 'java', 'scripting', 'python']",75201.0,TX,32.7904,-96.8044
4,Software Development,3901942368,DataAnnotation,Software Engineer,"['flexibility', 'programming', 'c', 'programming', 'c', 'writing']",22201.0,VA,38.8871,-77.0932
4,Software Development,3903814131,Fivetran,Senior Staff Software Engineer,"['sql', 'react', 'sql', 'kubernetes', 'sql', 'sql', 'debugging', 'sql', 'sql', 'leadership', 'programming', 'java', 'sql', 'sql']",94601.0,CA,37.7806,-122.2166
4,Software Development,3905285559,ZoomInfo,Principal Software Engineer - Provisioning & Authorization,"['java', 'nodejs', 'sql', 'microservices', 'interpersonal']",20814.0,MD,39.0003,-77.1022
4,Software Development,3901945616,Sony Interactive Entertainment,Staff Software Engineer,"['testing', 'programming', 'communication', 'communication']",94401.0,CA,37.5735,-122.3225
4,Software Development,3901951849,Tomahawk Robotics,Android Software Engineer,"['agile', 'c', 'kotlin', 'writing', 'debugging', 'agile', 'networking', 'initiative', 'interpersonal', 'communication', 'collaboration', 'innovation']",32901.0,FL,28.0691,-80.62
4,Software Development,3905304072,"AvidXchange, Inc.",Software Engineer I,"['agile', 'communication', 'automation', 'debugging', 'agile', 'sql', 'automation', 'flexibility']",28202.0,NC,35.229,-80.8419
4,Software Development,3901953547,Walmart Global Tech,Staff Software Engineer - Backend (Data & Classification),"['innovation', 'jenkins', 'programming', 'java', 'sql', 'testing', 'cybersecurity']",94085.0,CA,37.3886,-122.0177
4,Software Development,3901958479,WellSky,Sr. Software Engineer,"['testing', 'angular', 'agile', 'collaboration']",66204.0,KS,38.9928,-94.6771
4,Software Development,3905305866,ModMed,Senior Software Engineer - PHP,"['innovation', 'debugging', 'php', 'programming', 'agile', 'empathy', 'decisionmaking', 'initiative', 'laravel', 'sql', 'communication', 'collaboration', 'agile', 'collaboration']",33428.0,FL,26.3446,-80.2109
4,Software Development,3901961133,Diverse Lynx,Senior Java Software Engineer (10+ years) (Fulltime),"['java', 'spring', 'angular', 'agile', 'microservices', 'communication', 'writing', 'writing']",90230.0,CA,33.9949,-118.3991
4,Software Development,3901976725,Ziosk,Senior Software Engineer- Android Team Lead,"['react', 'java', 'react', 'kotlin', 'react']",75201.0,TX,32.7904,-96.8044
4,Software Development,3905350381,Table4,Software Engineer,['algorithms'],30303.0,GA,33.7525,-84.3888
4,Software Development,3901988499,Microsoft,Senior High Performance Computing (HPC) Software Engineer,"['hardware', 'hardware', 'organization', 'hardware', 'communication']",98052.0,WA,47.6718,-122.1232
4,Software Development,3905370583,Axon,"Senior Software Engineer, New Product Development (Remote)","['empathy', 'planning', 'sql', 'nosql', 'programming']",98101.0,WA,47.6114,-122.3305
4,Software Development,3901989453,Microsoft,Software Engineer I/II,"['agile', 'organization', 'debugging', 'c', 'problemsolving', 'debugging']",98052.0,WA,47.6718,-122.1232
4,Software Development,3901990442,Microsoft,Software Engineer,"['innovation', 'organization', 'communication', 'debugging', 'python', 'react', 'agile', 'agile', 'programming', 'problemsolving', 'communication']",28202.0,NC,35.229,-80.8419
4,Software Development,3905374692,MongoDB,"Senior Software Engineer, Payments","['innovation', 'testing', 'planning']",10001.0,NY,40.7484,-73.9967
4,Software Development,3903886475,Jobot,Software Engineer,"['c', 'testing', 'scripting', 'testing']",33548.0,FL,28.1385,-82.4821
4,Software Development,3903884648,Jobot,Unreal Engine Software Engineer,"['programming', 'hardware', 'testing', 'hardware', 'hardware', 'testing']",33548.0,FL,28.1385,-82.4821
4,Software Development,3902300071,Cadence Design Systems,Software Engineer II,[''],95101.0,CA,37.3894,-121.8868
4,Software Development,3905397635,Cisco,Software Engineer – UCS,"['debugging', 'automation', 'python', 'planning', 'automation', 'python', 'debugging', 'communication', 'programming']",95101.0,CA,37.3894,-121.8868
