industry_name,job_id,title,skills
Motor Vehicle Manufacturing,3885812237,"Internship, ML Performance Software Engineer, Dojo (Fall 2024)",['c++']
Renewable Energy Semiconductor Manufacturing,3885812237,"Internship, ML Performance Software Engineer, Dojo (Fall 2024)",['c++']
Utilities,3885812237,"Internship, ML Performance Software Engineer, Dojo (Fall 2024)",['c++']
Financial Services,3887704948,Tech Lead\/Software Engineer III - Job ID: 552,"['testing', 'agile', 'microservices', 'python', 'nosql', 'agile', 'agile', 'communication', 'interpersonal', 'problem-solving', 'motivation']"
IT Services and IT Consulting,3884430666,Software Engineer with Vue JS.,"['c#', 'vue']"
Financial Services,3885805682,"Manager, Software Engineering, Back End","['programming', 'nosql', 'docker', 'node.js', 'agile']"
"Appliances, Electrical, and Electronics Manufacturing",3885815073,Software Engineer I - C++/Avionics,"['innovation', 'communication']"
IT Services and IT Consulting,3884821376,Senior Software Engineer,"['organization', 'innovation', 'communication', 'java', 'automation', 'agile', 'programming', 'spring', 'spring', 'react', 'testing', 'devops', 'automation', 'scripting', 'agile', 'programming', 'html', 'css']"
Financial Services,3885806686,"Senior Lead Software Engineer, Full Stack","['programming', 'nosql', 'docker', 'go', 'agile']"
Semiconductor Manufacturing,3884438511,"Manager, Software Engineering - SaaS",[]
Wireless Services,3884438511,"Manager, Software Engineering - SaaS",[]
Computer Hardware Manufacturing,3884438511,"Manager, Software Engineering - SaaS",[]
Software Development,3884816373,Senior Software Engineer,"['agile', 'innovation', 'writing', 'testing', 'c#', 'nosql', 'testing', 'agile']"
"Technology, Information and Internet",3884818241,Senior Software Engineer,"['collaboration', 'planning', 'sql', 'java', 'docker', 'testing']"
Financial Services,3885807503,"Lead Software Engineer, Back End","['programming', 'nosql', 'docker', 'node.js', 'agile']"
Facilities Services,3884810490,Robotics Software Engineer - Perception,"['algorithms', 'testing', 'algorithms']"
Airlines and Aviation,3887717792,Software Engineering Manager - Support Equipment,"['leadership', 'testing', 'planning', 'leadership', 'testing', 'testing']"
Aviation and Aerospace Component Manufacturing,3887717792,Software Engineering Manager - Support Equipment,"['leadership', 'testing', 'planning', 'leadership', 'testing', 'testing']"
Defense and Space Manufacturing,3887717792,Software Engineering Manager - Support Equipment,"['leadership', 'testing', 'planning', 'leadership', 'testing', 'testing']"
IT Services and IT Consulting,3887871221,Software Engineer - Senior,"['agile', 'leadership', 'communication', 'programming', 'agile', 'agile', 'java', 'spring', 'programming', 'testing']"
Software Development,3887873241,"Software Engineer, Full Stack - Product","['typescript', 'react', 'communication', 'collaboration']"
Insurance,3884823769,Remote - Software Engineer - OIPA Configurator,"['communication', 'java', 'kubernetes', 'containerization', 'interpersonal', 'communication', 'interpersonal', 'initiative']"
Financial Services,3885810351,Senior Software Engineer,"['agile', 'programming', 'kafka', 'docker', 'agile']"
Financial Services,3885811233,"Lead Software Engineer, Backend (Java, Go)","['programming', 'nosql', 'docker', 'node.js', 'agile']"
"Appliances, Electrical, and Electronics Manufacturing",3885813358,Advanced Software Engineer,"['organization', 'interpersonal', 'communication', 'leadership']"
Software Development,3887713771,"Director, Software Engineering","['collaboration', 'organization', 'innovation', 'collaboration', 'leadership', 'agile', 'interpersonal', 'devops', 'automation', 'collaboration']"
"Appliances, Electrical, and Electronics Manufacturing",3885812447,Sr Software Engineer - Synthetic Vision - 10K Sign on Bonus,"['innovation', 'algorithms', 'decision-making', 'innovation', 'agile', 'collaboration']"
Financial Services,3885810360,"Senior Software Engineer Back End (Java, Python, Spring Boot, AWS)","['spring', 'agile', 'programming', 'nosql', 'docker', 'node.js', 'agile']"
Insurance,3887895158,"Lead Java Software Engineer, Remote","['java', 'agile', 'java', 'planning', 'leadership', 'programming', 'writing', 'java', 'spring', 'spring', 'spring', 'spring', 'spring', 'spring', 'spring', 'testing', 'nosql', 'testing', 'devops', 'kafka']"
Financial Services,3885804881,"Senior Lead Software Engineer, Full Stack (Remote -Eligible)","['leadership', 'programming', 'nosql', 'docker', 'sql', 'python', 'agile', 'communication']"
Insurance,3884440867,Senior Software Engineer,"['node.js', 'react', 'initiative', 'decision-making', 'interpersonal', 'communication', 'problem-solving']"
IT Services and IT Consulting,3885833582,"Senior Full-Stack Software Engineer, UX Platform","['innovation', 'automation', 'java', 'javascript', 'react', 'organization', 'agile', 'flexibility']"
Financial Services,3885805695,"Senior Lead Software Engineer, Full Stack (Remote -Eligible)","['leadership', 'programming', 'nosql', 'docker', 'sql', 'python', 'agile', 'communication']"
Software Development,3884838225,Software Engineer I,"['organization', 'agile', 'organization', 'ruby', 'typescript', 'ansible', 'agile', 'creativity', 'agile', 'flexibility', 'innovation', 'planning']"
E-Learning Providers,3887892888,Software Engineer,"['writing', 'agile', 'python', 'collaboration']"
Financial Services,3885806682,"Senior Manager, Software Engineering , Back End","['programming', 'nosql', 'docker', 'node.js', 'agile']"
Financial Services,3885808502,"Manager, Software Engineering, Back End","['programming', 'nosql', 'docker', 'node.js', 'agile']"
Software Development,3884839409,Senior Software Engineer,[]
Staffing and Recruiting,3887835767,Senior Software Engineer,"['cybersecurity', 'python', 'cybersecurity']"
IT Services and IT Consulting,3885825905,Senior Software Engineer,"['debugging', 'testing', 'hardware', 'testing', 'agile', 'agile', 'agile', 'agile', 'python', 'agile', 'interpersonal', 'presentation', 'communication']"
Software Development,3887872248,"Software Engineer, Full Stack - Agents","['javascript', 'react', 'communication', 'empathy']"
Financial Services,3885805678,"Senior Software Engineer Back End (Java, Python, Spring Boot, AWS)","['spring', 'agile', 'programming', 'nosql', 'docker', 'node.js', 'agile']"
IT Services and IT Consulting,3885832533,Staff Software Engineer - Big Data Federal,"['algorithms', 'spark', 'spark', 'kafka', 'sql', 'writing', 'problem-solving', 'communication', 'flexibility']"
IT Services and IT Consulting,3885828920,Staff Software Engineer - Big Data,"['java', 'spark', 'spark', 'kafka', 'problem-solving', 'communication', 'kubernetes', 'testing', 'flexibility']"
Computer Networking Products,3884809680,"Hardcore Dataplane Software Engineer. If you think like a packet, this job is for you!","['networking', 'networking', 'programming', 'testing', 'networking', 'kubernetes', 'networking', 'networking', 'networking', 'debugging']"
IT Services and IT Consulting,3884989898,"Senior Software Engineer, AWS Kumo","['innovation', 'creativity', 'innovation', 'collaboration', 'collaboration', 'programming', 'programming']"
Software Development,3884825974,Principal Software Engineer,"['organization', 'testing', 'machine-learning']"
Entertainment Providers,3887711112,iOS Software Engineer 4 - Consumer Engineering,[]
"Technology, Information and Internet",3887711112,iOS Software Engineer 4 - Consumer Engineering,[]
"Movies, Videos, and Sound",3887711112,iOS Software Engineer 4 - Consumer Engineering,[]
Software Development,3885852888,Senior Software Engineer - Identity,"['networking', 'writing', 'programming', 'c++', 'programming']"
IT Services and IT Consulting,3884859038,Senior Software Engineer,"['networking', 'c#', 'c#', 'programming', 'problem-solving', 'communication', 'collaboration']"
Information Services,3885859909,"Senior Software Engineer, Project Starline","['programming', 'leadership', 'networking', 'leadership', 'hardware']"
"Technology, Information and Internet",3885859909,"Senior Software Engineer, Project Starline","['programming', 'leadership', 'networking', 'leadership', 'hardware']"
Financial Services,3885849719,Senior Software Engineer - Ethereum and Altcoins,"['blockchain', 'testing', 'blockchain', 'microservices', 'react', 'docker']"
Software Development,3884811061,Software Engineer,"['programming', 'programming', 'programming', 'problem-solving', 'communication', 'teamwork']"
E-Learning Providers,3887892889,Software Engineer,"['creativity', 'writing', 'agile', 'collaboration']"
Financial Services,3885809461,"Manager, Software Engineering, Back End","['programming', 'nosql', 'docker', 'node.js', 'agile']"
Entertainment Providers,3885857709,Senior Software Engineer (Mobile SDK),"['react', 'innovation']"
Software Development,3885847461,Senior Back-end Software Engineer (Contract) (Hybrid) – 4314,"['agile', 'python', 'agile', 'sql', 'microservices', 'writing', 'testing', 'problem-solving', 'communication', 'planning', 'writing', 'interpersonal', 'docker', 'nosql']"
IT Services and IT Consulting,3885847461,Senior Back-end Software Engineer (Contract) (Hybrid) – 4314,"['agile', 'python', 'agile', 'sql', 'microservices', 'writing', 'testing', 'problem-solving', 'communication', 'planning', 'writing', 'interpersonal', 'docker', 'nosql']"
"Technology, Information and Internet",3885847461,Senior Back-end Software Engineer (Contract) (Hybrid) – 4314,"['agile', 'python', 'agile', 'sql', 'microservices', 'writing', 'testing', 'problem-solving', 'communication', 'planning', 'writing', 'interpersonal', 'docker', 'nosql']"
Software Development,3887895007,Senior Software Engineer (Clojure),"['leadership', 'sql', 'communication', 'communication', 'testing']"
Aviation and Aerospace Component Manufacturing,3885860765,Simulations Software Engineer,"['java', 'writing', 'interpersonal', 'communication', 'agile']"
IT Services and IT Consulting,3885829860,Software Engineer,"['automation', 'java', 'javascript', 'react', 'flexibility']"
"Technology, Information and Internet",3884820634,"Senior Software Engineer, Workday","['testing', 'presentation']"
Staffing and Recruiting,3885852341,C++ Algo Software Engineer - Chicago/New York- Leading Quant-Driven Market-Maker,"['c++', 'algorithms', 'python', 'innovation']"
Staffing and Recruiting,3885846111,Software Engineer,['java']
Software Development,3887885207,Senior Software Engineer - Platform,[]
Staffing and Recruiting,3884856352,Senior Software Engineer,"['devops', 'automation', 'javascript', 'collaboration', 'communication', 'agile']"
Human Resources Services,3888026206,Software Engineer,"['javascript', 'javascript', 'css', 'php', 'flask', 'communication', 'teamwork', 'writing', 'automation']"
Software Development,3885844769,Frontend Software Engineer (Contract) (Hybrid) – 4315,"['programming', 'node.js', 'css', 'bootstrap', 'agile', 'sql', 'writing', 'testing', 'problem-solving', 'communication', 'interpersonal', 'react', 'machine-learning', 'nosql']"
IT Services and IT Consulting,3885844769,Frontend Software Engineer (Contract) (Hybrid) – 4315,"['programming', 'node.js', 'css', 'bootstrap', 'agile', 'sql', 'writing', 'testing', 'problem-solving', 'communication', 'interpersonal', 'react', 'machine-learning', 'nosql']"
"Technology, Information and Internet",3885844769,Frontend Software Engineer (Contract) (Hybrid) – 4315,"['programming', 'node.js', 'css', 'bootstrap', 'agile', 'sql', 'writing', 'testing', 'problem-solving', 'communication', 'interpersonal', 'react', 'machine-learning', 'nosql']"
Software Development,3887878862,"Director, Software Engineering","['collaboration', 'organization', 'innovation', 'collaboration', 'leadership', 'agile', 'interpersonal', 'devops', 'automation', 'collaboration']"
Software Development,3884854235,Senior Full Stack Software Engineer,"['agile', 'collaboration', 'programming', 'javascript']"
Information Services,3885853938,"Staff Software Engineer, Google Cloud Platforms","['leadership', 'organization', 'networking', 'leadership', 'leadership']"
"Technology, Information and Internet",3885853938,"Staff Software Engineer, Google Cloud Platforms","['leadership', 'organization', 'networking', 'leadership', 'leadership']"
Financial Services,3885806695,"Software Engineer, Full Stack","['agile', 'programming', 'nosql', 'docker', 'go', 'agile']"
Entertainment Providers,3885855733,Lead Software Engineer (Mobile SDK),"['react', 'innovation']"
Financial Services,3885805691,"Senior Lead Software Engineer, Full Stack (Remote -Eligible)","['leadership', 'programming', 'nosql', 'docker', 'sql', 'python', 'agile', 'communication']"
Internet Marketplace Platforms,3884447191,Embedded Software Engineer ,"['automation', 'testing', 'communication', 'python', 'programming', 'programming', 'hardware', 'encryption', 'communication', 'automation', 'collaboration', 'go', 'hardware', 'hardware', 'hardware', 'python', 'programming']"
Software Development,3888009695,"Software Engineer 1, Backend",['organization']
Financial Services,3885816115,"Senior Software Engineer, Container Orchestration","['kubernetes', 'kubernetes', 'kubernetes', 'kubernetes', 'kubernetes', 'networking', 'debugging', 'kubernetes', 'kubernetes']"
Information Services,3885855602,"Staff Software Engineer, Infrastructure, Search","['hardware', 'leadership', 'organization', 'networking', 'leadership', 'leadership']"
"Technology, Information and Internet",3885855602,"Staff Software Engineer, Infrastructure, Search","['hardware', 'leadership', 'organization', 'networking', 'leadership', 'leadership']"
Financial Services,3885805701,"Lead Software Engineer, Back End","['programming', 'nosql', 'docker', 'node.js', 'agile']"
Financial Services,3885807499,"Senior Software Engineer, Back End (GoLang)","['kafka', 'agile', 'programming', 'nosql', 'docker', 'node.js', 'agile']"
Financial Services,3885806703,"Senior Software Engineer Back End (Java, Python, Spring Boot, AWS)","['spring', 'agile', 'programming', 'nosql', 'docker', 'node.js', 'agile']"
Financial Services,3885808494,"Lead Software Engineer, Backend (Java, Go)","['programming', 'nosql', 'docker', 'node.js', 'agile']"
Staffing and Recruiting,3886204594,Software Engineer,"['algorithms', 'algorithms', 'c++']"
IT Services and IT Consulting,3886213400,Junior Software Engineer,"['hardware', 'hardware', 'hardware', 'testing', 'testing', 'hardware', 'testing', 'testing', 'communication', 'testing', 'testing', 'testing', 'hardware', 'hardware', 'hardware', 'communication', 'hardware']"
Software Development,3886213400,Junior Software Engineer,"['hardware', 'hardware', 'hardware', 'testing', 'testing', 'hardware', 'testing', 'testing', 'communication', 'testing', 'testing', 'testing', 'hardware', 'hardware', 'hardware', 'communication', 'hardware']"
Computer and Network Security,3886213400,Junior Software Engineer,"['hardware', 'hardware', 'hardware', 'testing', 'testing', 'hardware', 'testing', 'testing', 'communication', 'testing', 'testing', 'testing', 'hardware', 'hardware', 'hardware', 'communication', 'hardware']"
"Technology, Information and Internet",3888027766,Senior Software Engineer,"['initiative', 'programming', 'leadership', 'innovation', 'leadership', 'programming', 'agile', 'communication', 'interpersonal', 'networking']"
Airlines and Aviation,3885108710,Embedded Software Engineer,"['organization', 'programming', 'debugging', 'programming', 'programming', 'problem-solving', 'teamwork']"
Business Consulting and Services,3888031632,Software Engineer III,"['java', 'innovation']"
Software Development,3888034499,AI Software Engineer,"['leadership', 'python', 'python']"
Financial Services,3886215674,"Senior Software Engineer (Python, AWS)","['agile', 'programming', 'nosql', 'docker', 'node.js', 'agile']"
Internet Publishing,3885109960,Senior Full Stack Software Engineer,"['spark', 'react', 'react', 'communication', 'teamwork', 'networking']"
Software Development,3888036174,Software Engineer,"['spring', 'programming', 'programming', 'sql', 'programming', 'sql', 'problem-solving', 'communication', 'interpersonal', 'innovation']"
Software Development,3886453101,Senior Software Engineer,"['ruby', 'javascript', 'algorithms']"
"Technology, Information and Internet",3888933902,"Sr. Staff Software Engineer, Back End","['organization', 'leadership', 'programming', 'c#', 'nosql', 'problem-solving']"
Business Consulting and Services,3888938162,Software Engineer,"['c++', 'programming', 'c++', 'communication', 'interpersonal', 'c++', 'c++', 'innovation']"
Real Estate,3888944505,Software Engineer III - (REMOTE),"['asp.net', 'asp.net', 'react', 'react', 'node.js', 'planning', 'communication']"
Financial Services,3887573499,Senior Software Engineer Test,"['automation', 'organization', 'agile', 'programming', 'java', 'automation', 'agile', 'agile', 'automation', 'automation', 'agile', 'automation', 'organization', 'agile', 'go', 'go']"
IT System Custom Software Development,3886454482,"Sr. Flight Modeling & Simulation Software Engineers (C/C++, C# | Unreal/Unity Engine)","['c#', 'c#', 'python', 'cybersecurity', 'flexibility']"
Defense and Space Manufacturing,3886454482,"Sr. Flight Modeling & Simulation Software Engineers (C/C++, C# | Unreal/Unity Engine)","['c#', 'c#', 'python', 'cybersecurity', 'flexibility']"
Aviation and Aerospace Component Manufacturing,3886454482,"Sr. Flight Modeling & Simulation Software Engineers (C/C++, C# | Unreal/Unity Engine)","['c#', 'c#', 'python', 'cybersecurity', 'flexibility']"
Social Networking Platforms,3888959259,Software Engineer V,"['programming', 'python', 'c++', 'hardware', 'collaboration', 'communication', 'programming', 'python', 'hardware', 'collaboration', 'communication']"
"Technology, Information and Media",3888959259,Software Engineer V,"['programming', 'python', 'c++', 'hardware', 'collaboration', 'communication', 'programming', 'python', 'hardware', 'collaboration', 'communication']"
"Technology, Information and Media",3888966179,Lead Software Engineer,"['innovation', 'innovation', 'react', 'python', 'agile', 'react', 'python', 'agile']"
Internet Marketplace Platforms,3888966179,Lead Software Engineer,"['innovation', 'innovation', 'react', 'python', 'agile', 'react', 'python', 'agile']"
Non-profit Organizations,3888943472,Principal Software Engineer- Homebase,"['testing', 'programming', 'debugging', 'agile', 'problem-solving', 'java', 'angular', 'testing', 'automation', 'testing']"
Advertising Services,3887578123,Senior Software Engineer,"['spark', 'leadership', 'problem-solving', 'programming', 'kafka', 'communication', 'spark', 'spark']"
IT Services and IT Consulting,3887578123,Senior Software Engineer,"['spark', 'leadership', 'problem-solving', 'programming', 'kafka', 'communication', 'spark', 'spark']"
Software Development,3887578123,Senior Software Engineer,"['spark', 'leadership', 'problem-solving', 'programming', 'kafka', 'communication', 'spark', 'spark']"
Advertising Services,3887577327,"Senior Software Engineer, Web Audio Products & Services","['programming', 'typescript']"
IT Services and IT Consulting,3887577327,"Senior Software Engineer, Web Audio Products & Services","['programming', 'typescript']"
Software Development,3887577327,"Senior Software Engineer, Web Audio Products & Services","['programming', 'typescript']"
Software Development,3888972238,"Staff Software Engineer, Backend (Software Delivery)","['collaboration', 'java']"
Advertising Services,3887576383,"Senior Software Engineer, Web Video/Audio Products & Services","['programming', 'typescript']"
IT Services and IT Consulting,3887576383,"Senior Software Engineer, Web Video/Audio Products & Services","['programming', 'typescript']"
Software Development,3887576383,"Senior Software Engineer, Web Video/Audio Products & Services","['programming', 'typescript']"
Financial Services,3887578042,Senior Software Engineer Test,"['automation', 'organization', 'agile', 'programming', 'java', 'automation', 'agile', 'agile', 'automation', 'automation', 'agile', 'automation', 'organization', 'agile', 'go', 'go']"
Business Consulting and Services,3888937326,Software Engineer,"['hardware', 'programming', 'organization', 'debugging', 'communication', 'innovation']"
Software Development,3888979085,"Software Engineer, Infrastructure (Release Engineering)","['organization', 'planning', 'automation', 'devops', 'terraform', 'kubernetes', 'microservices', 'testing', 'communication']"
Software Development,3887907452,"Software Engineer, Machine Learning","['automation', 'planning', 'programming', 'devops', 'communication', 'collaboration']"
Financial Services,3887571966,Senior Software Engineer Test,"['automation', 'organization', 'agile', 'programming', 'java', 'automation', 'agile', 'agile', 'automation', 'automation', 'agile', 'automation', 'organization', 'agile', 'go', 'go']"
Software Development,3889119584,"Software Engineer, Quality tools","['collaboration', 'collaboration', 'writing', 'python', 'writing']"
Hospitals and Health Care,3888979689,"Senior Software Engineer, Customer Experience","['leadership', 'collaboration']"
IT Services and IT Consulting,3889150257,"Director, Software Engineering- AD Tech- REMOTE","['leadership', 'communication', 'organization', 'organization', 'initiative']"
"Technology, Information and Internet",3889150257,"Director, Software Engineering- AD Tech- REMOTE","['leadership', 'communication', 'organization', 'organization', 'initiative']"
Telecommunications,3889150257,"Director, Software Engineering- AD Tech- REMOTE","['leadership', 'communication', 'organization', 'organization', 'initiative']"
Financial Services,3889124865,"Software Engineer II, Backend (Disclosures)","['flexibility', 'leadership', 'go', 'kubernetes', 'communication', 'collaboration', 'leadership', 'flexibility', 'initiative']"
Software Development,3887908339,"Software Engineer, Machine Learning","['automation', 'planning', 'programming', 'devops', 'communication', 'collaboration']"
Hospitals and Health Care,3887915892,Software Engineering Manager,"['programming', 'agile', 'organization', 'organization', 'planning', 'agile', 'testing', 'creativity', 'innovation', 'leadership']"
Chemical Manufacturing,3887929623,Software Engineer (Microsoft Dynamics 365),"['organization', 'testing', 'programming', 'problem-solving', 'communication', 'interpersonal', 'organization', 'initiative']"
"Technology, Information and Internet",3888999921,Software Engineering Manager - Colocation,"['organization', 'algorithms', 'leadership']"
Advertising Services,3887578127,"Senior Software Engineer, Applied AI/ML, Audio/Video",['programming']
IT Services and IT Consulting,3887578127,"Senior Software Engineer, Applied AI/ML, Audio/Video",['programming']
Software Development,3887578127,"Senior Software Engineer, Applied AI/ML, Audio/Video",['programming']
Computer and Network Security,3888937998,Sr. Staff Software Engineer,"['networking', 'programming', 'networking', 'networking']"
Software Development,3889131116,"Software Engineer II, iOS","['empathy', 'go', 'innovation', 'initiative']"
Staffing and Recruiting,3886484678,Software Engineer,"['automation', 'automation', 'automation', 'automation', 'automation', 'problem-solving', 'communication', 'containerization', 'docker']"
"Technology, Information and Internet",3888999922,Software Engineering Manager - Colocation,"['organization', 'algorithms', 'leadership']"
Computer Hardware Manufacturing,3889121407,"Senior Software Engineer, AI Developer Tools - Cloud Software","['innovation', 'hardware', 'docker', 'communication']"
Software Development,3889121407,"Senior Software Engineer, AI Developer Tools - Cloud Software","['innovation', 'hardware', 'docker', 'communication']"
Computers and Electronics Manufacturing,3889121407,"Senior Software Engineer, AI Developer Tools - Cloud Software","['innovation', 'hardware', 'docker', 'communication']"
"Technology, Information and Internet",3886478951,Junior Fullstack Software Engineer,"['planning', 'planning', 'collaboration', 'agile', 'writing']"
"Technology, Information and Internet",3886458575,Staff Software Engineer,"['leadership', 'innovation', 'leadership', 'innovation', 'collaboration', 'leadership', 'leadership', 'problem-solving', 'leadership', 'programming', 'containerization', 'containerization', 'agile', 'problem-solving', 'python', 'react', 'react', 'initiative', 'flexibility', 'collaboration', 'swift', 'creativity', 'innovation']"
Business Consulting and Services,3888937323,Senior Embedded Software Engineer,"['c++', 'agile', 'innovation']"
IT Services and IT Consulting,3886807618,Senior Software Engineer,"['agile', 'javascript', 'testing', 'react', 'testing', 'problem-solving']"
Motor Vehicle Manufacturing,3887930573,"Fullstack Software Engineer, Sales Engineering","['devops', 'leadership', 'innovation', 'networking', 'sql', 'nosql', 'agile', 'problem-solving', 'communication']"
Renewable Energy Semiconductor Manufacturing,3887930573,"Fullstack Software Engineer, Sales Engineering","['devops', 'leadership', 'innovation', 'networking', 'sql', 'nosql', 'agile', 'problem-solving', 'communication']"
Utilities,3887930573,"Fullstack Software Engineer, Sales Engineering","['devops', 'leadership', 'innovation', 'networking', 'sql', 'nosql', 'agile', 'problem-solving', 'communication']"
IT Services and IT Consulting,3886810765,Senior Software Engineer,"['agile', 'typescript', 'typescript', 'typescript', 'javascript', 'programming', 'typescript', 'testing', 'problem-solving', 'typescript']"
IT Services and IT Consulting,3886824450,Senior Software Engineer,"['agile', 'containerization', 'docker', 'devops', 'scripting', 'containerization', 'docker', 'networking', 'problem-solving', 'communication', 'devops']"
IT Services and IT Consulting,3886826295,Senior Software Engineer,"['agile', 'javascript', 'programming', 'nosql', 'problem-solving']"
IT Services and IT Consulting,3886827120,Senior Software Engineer,"['agile', 'devops', 'containerization', 'docker', 'problem-solving']"
IT Services and IT Consulting,3886825021,Senior Software Engineer,"['agile', 'swift', 'programming', 'networking', 'problem-solving']"
IT Services and IT Consulting,3886826327,Senior Software Engineer,"['agile', 'testing', 'testing', 'testing', 'programming', 'testing', 'automation', 'testing', 'problem-solving', 'testing']"
Entertainment Providers,3887913221,Software Engineer (Mobile SDK),"['react', 'innovation']"
IT Services and IT Consulting,3886819085,Senior Software Engineer,"['agile', 'react', 'laravel', 'php', 'laravel', 'php', 'programming', 'laravel', 'problem-solving', 'laravel']"
IT Services and IT Consulting,3886811786,Senior Software Engineer,"['agile', 'python', 'python', 'python', 'programming', 'programming', 'python', 'programming', 'problem-solving', 'python']"
IT Services and IT Consulting,3886825474,Senior Software Engineer,"['agile', 'spring', 'javascript', 'spring', 'problem-solving']"
IT Services and IT Consulting,3886824500,Senior Software Engineer,"['agile', 'asp.net', 'asp.net', 'c#', 'programming', 'programming', 'asp.net', 'asp.net', 'sql', 'problem-solving']"
IT Services and IT Consulting,3886826313,Senior Software Engineer,"['agile', 'r', 'algorithms', 'programming', 'algorithms', 'problem-solving']"
